timestamp,site_name,asset_id,sensor_name,value,unit
2024-01-01T01:12:00,PLANT1,Boiler_3,vibration,31.16,unit
2024-01-01T01:13:00,PLANT1,Boiler_3,pressure,71.38,unit
2024-01-01T01:14:00,MAIN,Chiller_1,pressure,39.51,unit
2024-01-01T01:15:00,PLANT1,Boiler_3,pressure,94.54,unit
2024-01-01T01:16:00,MAIN,AHU_2,temperature,69.45,unit
2024-01-01T01:17:00,PLANT1,Boiler_3,pressure,61.3,unit
2024-01-01T01:18:00,MAIN,AHU_2,vibration,53.69,unit
2024-01-01T01:19:00,MAIN,AHU_2,vibration,38.16,unit
2024-01-01T01:20:00,PLANT1,Boiler_3,temperature,11.42,unit
2024-01-01T01:21:00,PLANT1,Boiler_3,temperature,12.72,unit
2024-01-01T01:22:00,MAIN,AHU_2,vibration,93.02,unit
2024-01-01T01:23:00,PLANT1,Boiler_3,vibration,59.98,unit
2024-01-01T01:24:00,MAIN,AHU_2,vibration,34.09,unit
2024-01-01T01:25:00,PLANT1,Boiler_3,temperature,23.86,unit
2024-01-01T01:26:00,MAIN,AHU_2,temperature,34.06,unit
2024-01-01T01:27:00,PLANT1,Boiler_3,temperature,20.46,unit
2024-01-01T01:28:00,MAIN,AHU_2,vibration,27.56,unit
2024-01-01T01:29:00,MAIN,Chiller_1,temperature,21.49,unit
2024-01-01T01:30:00,MAIN,AHU_2,pressure,57.47,unit
2024-01-01T01:31:00,PLANT1,Boiler_3,temperature,19.79,unit
2024-01-01T01:32:00,PLANT1,Boiler_3,temperature,70.38,unit
2024-01-01T01:33:00,MAIN,Chiller_1,temperature,63.3,unit
2024-01-01T01:34:00,MAIN,AHU_2,vibration,79.56,unit
2024-01-01T01:35:00,MAIN,AHU_2,vibration,67.57,unit
2024-01-01T01:36:00,MAIN,Chiller_1,vibration,38.0,unit
2024-01-01T01:37:00,MAIN,AHU_2,vibration,47.37,unit
2024-01-01T01:38:00,PLANT1,Boiler_3,temperature,23.04,unit
2024-01-01T01:39:00,MAIN,AHU_2,pressure,37.61,unit
2024-01-01T01:40:00,MAIN,AHU_2,pressure,20.6,unit
2024-01-01T01:41:00,PLANT1,Boiler_3,pressure,87.11,unit
2024-01-01T01:42:00,PLANT1,Boiler_3,vibration,12.67,unit
2024-01-01T01:43:00,PLANT1,Boiler_3,temperature,54.3,unit
2024-01-01T01:44:00,MAIN,AHU_2,temperature,51.23,unit
2024-01-01T01:45:00,PLANT1,Boiler_3,pressure,58.88,unit
2024-01-01T01:46:00,MAIN,AHU_2,vibration,56.14,unit
2024-01-01T01:47:00,PLANT1,Boiler_3,pressure,32.05,unit
2024-01-01T01:48:00,PLANT1,Boiler_3,temperature,60.7,unit
2024-01-01T01:49:00,MAIN,AHU_2,pressure,89.86,unit
2024-01-01T01:50:00,MAIN,Chiller_1,temperature,66.52,unit
2024-01-01T01:51:00,MAIN,AHU_2,temperature,57.98,unit
2024-01-01T01:52:00,PLANT1,Boiler_3,vibration,87.8,unit
2024-01-01T01:53:00,PLANT1,Boiler_3,temperature,98.17,unit
2024-01-01T01:54:00,MAIN,Chiller_1,vibration,67.52,unit
2024-01-01T01:55:00,MAIN,AHU_2,pressure,65.31,unit
2024-01-01T01:56:00,PLANT1,Boiler_3,vibration,80.82,unit
2024-01-01T01:57:00,PLANT1,Boiler_3,pressure,22.63,unit
2024-01-01T01:58:00,PLANT1,Boiler_3,temperature,39.99,unit
2024-01-01T01:59:00,MAIN,Chiller_1,temperature,58.42,unit
2024-01-01T02:00:00,PLANT1,Boiler_3,pressure,23.63,unit
2024-01-01T02:01:00,MAIN,AHU_2,vibration,56.23,unit
2024-01-01T02:02:00,PLANT1,Boiler_3,pressure,20.33,unit
2024-01-01T02:03:00,PLANT1,Boiler_3,temperature,75.87,unit
2024-01-01T02:04:00,PLANT1,Boiler_3,vibration,65.21,unit
2024-01-01T02:05:00,MAIN,Chiller_1,pressure,83.41,unit
2024-01-01T02:06:00,PLANT1,Boiler_3,vibration,79.35,unit
2024-01-01T02:07:00,PLANT1,Boiler_3,temperature,27.05,unit
2024-01-01T02:08:00,MAIN,AHU_2,temperature,64.22,unit
2024-01-01T02:09:00,MAIN,AHU_2,pressure,29.25,unit
2024-01-01T02:10:00,PLANT1,Boiler_3,pressure,41.74,unit
2024-01-01T02:11:00,PLANT1,Boiler_3,pressure,95.4,unit
2024-01-01T02:12:00,PLANT1,Boiler_3,temperature,28.58,unit
2024-01-01T02:13:00,PLANT1,Boiler_3,temperature,41.68,unit
2024-01-01T02:14:00,MAIN,Chiller_1,pressure,16.14,unit
2024-01-01T02:15:00,PLANT1,Boiler_3,pressure,94.51,unit
2024-01-01T02:16:00,PLANT1,Boiler_3,pressure,59.94,unit
2024-01-01T02:17:00,MAIN,AHU_2,vibration,14.0,unit
2024-01-01T02:18:00,MAIN,Chiller_1,temperature,67.87,unit
2024-01-01T02:19:00,MAIN,Chiller_1,pressure,50.06,unit
2024-01-01T02:20:00,MAIN,AHU_2,temperature,42.12,unit
2024-01-01T02:21:00,MAIN,AHU_2,vibration,39.94,unit
2024-01-01T02:22:00,MAIN,AHU_2,pressure,10.75,unit
2024-01-01T02:23:00,MAIN,AHU_2,pressure,78.55,unit
2024-01-01T02:24:00,PLANT1,Boiler_3,temperature,30.18,unit
2024-01-01T02:25:00,PLANT1,Boiler_3,pressure,91.23,unit
2024-01-01T02:26:00,MAIN,AHU_2,temperature,27.42,unit
2024-01-01T02:27:00,MAIN,Chiller_1,vibration,57.81,unit
2024-01-01T02:28:00,PLANT1,Boiler_3,temperature,98.68,unit
2024-01-01T02:29:00,MAIN,AHU_2,vibration,67.59,unit
2024-01-01T02:30:00,PLANT1,Boiler_3,pressure,38.28,unit
2024-01-01T02:31:00,PLANT1,Boiler_3,vibration,94.72,unit
2024-01-01T02:32:00,MAIN,AHU_2,pressure,90.98,unit
2024-01-01T02:33:00,MAIN,Chiller_1,temperature,75.2,unit
2024-01-01T02:34:00,PLANT1,Boiler_3,temperature,71.85,unit
2024-01-01T02:35:00,MAIN,AHU_2,temperature,13.69,unit
2024-01-01T02:36:00,PLANT1,Boiler_3,vibration,57.31,unit
2024-01-01T02:37:00,MAIN,AHU_2,vibration,66.6,unit
2024-01-01T02:38:00,MAIN,AHU_2,pressure,74.31,unit
2024-01-01T02:39:00,MAIN,AHU_2,temperature,44.42,unit
2024-01-01T02:40:00,PLANT1,Boiler_3,temperature,71.43,unit
2024-01-01T02:41:00,PLANT1,Boiler_3,temperature,49.72,unit
2024-01-01T02:42:00,MAIN,Chiller_1,temperature,44.4,unit
2024-01-01T02:43:00,MAIN,AHU_2,temperature,16.52,unit
2024-01-01T02:44:00,PLANT1,Boiler_3,pressure,17.94,unit
2024-01-01T02:45:00,PLANT1,Boiler_3,vibration,15.72,unit
2024-01-01T02:46:00,PLANT1,Boiler_3,pressure,91.32,unit
2024-01-01T02:47:00,MAIN,AHU_2,temperature,78.93,unit
2024-01-01T02:48:00,MAIN,Chiller_1,pressure,12.56,unit
2024-01-01T02:49:00,MAIN,Chiller_1,temperature,66.86,unit
2024-01-01T02:50:00,MAIN,AHU_2,temperature,29.91,unit
2024-01-01T02:51:00,PLANT1,Boiler_3,pressure,13.2,unit
2024-01-01T02:52:00,PLANT1,Boiler_3,vibration,32.99,unit
2024-01-01T02:53:00,PLANT1,Boiler_3,temperature,63.22,unit
2024-01-01T02:54:00,MAIN,AHU_2,temperature,94.92,unit
2024-01-01T02:55:00,MAIN,Chiller_1,temperature,75.5,unit
2024-01-01T02:56:00,MAIN,Chiller_1,vibration,68.42,unit
2024-01-01T02:57:00,PLANT1,Boiler_3,vibration,22.95,unit
2024-01-01T02:58:00,MAIN,AHU_2,vibration,51.06,unit
2024-01-01T02:59:00,PLANT1,Boiler_3,temperature,29.29,unit
2024-01-01T03:00:00,MAIN,AHU_2,temperature,48.94,unit
2024-01-01T03:01:00,MAIN,Chiller_1,temperature,27.17,unit
2024-01-01T03:02:00,PLANT1,Boiler_3,temperature,46.64,unit
2024-01-01T03:03:00,PLANT1,Boiler_3,pressure,86.15,unit
2024-01-01T03:04:00,MAIN,Chiller_1,temperature,67.0,unit
2024-01-01T03:05:00,MAIN,Chiller_1,pressure,44.79,unit
2024-01-01T03:06:00,MAIN,AHU_2,temperature,82.07,unit
2024-01-01T03:07:00,MAIN,AHU_2,vibration,37.0,unit
2024-01-01T03:08:00,MAIN,AHU_2,temperature,58.7,unit
2024-01-01T03:09:00,PLANT1,Boiler_3,pressure,56.78,unit
2024-01-01T03:10:00,MAIN,Chiller_1,vibration,94.25,unit
2024-01-01T03:11:00,MAIN,AHU_2,vibration,10.29,unit
2024-01-01T03:12:00,PLANT1,Boiler_3,vibration,63.47,unit
2024-01-01T03:13:00,PLANT1,Boiler_3,temperature,91.61,unit
2024-01-01T03:14:00,PLANT1,Boiler_3,temperature,93.23,unit
2024-01-01T03:15:00,PLANT1,Boiler_3,vibration,55.87,unit
2024-01-01T03:16:00,MAIN,AHU_2,vibration,65.39,unit
2024-01-01T03:17:00,PLANT1,Boiler_3,pressure,19.24,unit
2024-01-01T03:18:00,MAIN,AHU_2,pressure,74.53,unit
2024-01-01T03:19:00,PLANT1,Boiler_3,pressure,20.9,unit
2024-01-01T03:20:00,MAIN,AHU_2,vibration,84.37,unit
2024-01-01T03:21:00,PLANT1,Boiler_3,pressure,94.77,unit
2024-01-01T03:22:00,MAIN,Chiller_1,vibration,61.07,unit
2024-01-01T03:23:00,MAIN,AHU_2,pressure,67.76,unit
2024-01-01T03:24:00,PLANT1,Boiler_3,vibration,11.28,unit
2024-01-01T03:25:00,PLANT1,Boiler_3,temperature,43.39,unit
2024-01-01T03:26:00,MAIN,AHU_2,pressure,85.28,unit
2024-01-01T03:27:00,MAIN,AHU_2,vibration,34.11,unit
2024-01-01T03:28:00,PLANT1,Boiler_3,pressure,98.62,unit
2024-01-01T03:29:00,PLANT1,Boiler_3,pressure,81.38,unit
2024-01-01T03:30:00,MAIN,Chiller_1,vibration,71.21,unit
2024-01-01T03:31:00,MAIN,AHU_2,pressure,98.65,unit
2024-01-01T03:32:00,PLANT1,Boiler_3,temperature,37.56,unit
2024-01-01T03:33:00,PLANT1,Boiler_3,vibration,34.78,unit
2024-01-01T03:34:00,MAIN,Chiller_1,vibration,36.05,unit
2024-01-01T03:35:00,PLANT1,Boiler_3,pressure,24.15,unit
2024-01-01T03:36:00,PLANT1,Boiler_3,vibration,76.96,unit
2024-01-01T03:37:00,PLANT1,Boiler_3,pressure,42.13,unit
2024-01-01T03:38:00,PLANT1,Boiler_3,pressure,21.07,unit
2024-01-01T03:39:00,MAIN,AHU_2,pressure,61.64,unit
2024-01-01T03:40:00,PLANT1,Boiler_3,vibration,36.21,unit
2024-01-01T03:41:00,MAIN,Chiller_1,temperature,56.71,unit
2024-01-01T03:42:00,MAIN,AHU_2,vibration,33.95,unit
2024-01-01T03:43:00,PLANT1,Boiler_3,vibration,58.04,unit
2024-01-01T03:44:00,MAIN,Chiller_1,temperature,38.9,unit
2024-01-01T03:45:00,MAIN,Chiller_1,temperature,53.22,unit
2024-01-01T03:46:00,MAIN,AHU_2,vibration,45.49,unit
2024-01-01T03:47:00,PLANT1,Boiler_3,vibration,63.22,unit
2024-01-01T03:48:00,PLANT1,Boiler_3,pressure,74.7,unit
2024-01-01T03:49:00,MAIN,Chiller_1,vibration,37.63,unit
2024-01-01T03:50:00,MAIN,AHU_2,temperature,72.15,unit
2024-01-01T03:51:00,PLANT1,Boiler_3,vibration,81.76,unit
2024-01-01T03:52:00,MAIN,AHU_2,vibration,36.3,unit
2024-01-01T03:53:00,PLANT1,Boiler_3,temperature,35.27,unit
2024-01-01T03:54:00,PLANT1,Boiler_3,vibration,24.1,unit
2024-01-01T03:55:00,PLANT1,Boiler_3,pressure,81.71,unit
2024-01-01T03:56:00,MAIN,Chiller_1,temperature,74.5,unit
2024-01-01T03:57:00,MAIN,Chiller_1,pressure,48.71,unit
2024-01-01T03:58:00,PLANT1,Boiler_3,pressure,48.71,unit
2024-01-01T03:59:00,MAIN,AHU_2,pressure,29.49,unit
2024-01-01T04:00:00,MAIN,Chiller_1,vibration,65.08,unit
2024-01-01T04:01:00,MAIN,AHU_2,pressure,87.27,unit
2024-01-01T04:02:00,PLANT1,Boiler_3,pressure,75.76,unit
2024-01-01T04:03:00,MAIN,Chiller_1,temperature,89.71,unit
2024-01-01T04:04:00,MAIN,AHU_2,vibration,51.74,unit
2024-01-01T04:05:00,PLANT1,Boiler_3,temperature,89.54,unit
2024-01-01T04:06:00,MAIN,AHU_2,vibration,25.84,unit
2024-01-01T04:07:00,PLANT1,Boiler_3,pressure,73.65,unit
2024-01-01T04:08:00,MAIN,AHU_2,temperature,38.82,unit
2024-01-01T04:09:00,PLANT1,Boiler_3,pressure,61.17,unit
2024-01-01T04:10:00,PLANT1,Boiler_3,temperature,96.34,unit
2024-01-01T04:11:00,PLANT1,Boiler_3,temperature,22.35,unit
2024-01-01T04:12:00,MAIN,AHU_2,temperature,17.66,unit
2024-01-01T04:13:00,MAIN,Chiller_1,temperature,47.52,unit
2024-01-01T04:14:00,MAIN,AHU_2,vibration,76.89,unit
2024-01-01T04:15:00,PLANT1,Boiler_3,temperature,96.47,unit
2024-01-01T04:16:00,MAIN,AHU_2,temperature,78.52,unit
2024-01-01T04:17:00,MAIN,AHU_2,pressure,56.28,unit
2024-01-01T04:18:00,MAIN,Chiller_1,vibration,73.61,unit
2024-01-01T04:19:00,PLANT1,Boiler_3,vibration,31.32,unit
2024-01-01T04:20:00,MAIN,AHU_2,pressure,29.89,unit
2024-01-01T04:21:00,MAIN,Chiller_1,pressure,34.34,unit
2024-01-01T04:22:00,MAIN,AHU_2,vibration,70.99,unit
2024-01-01T04:23:00,MAIN,AHU_2,temperature,44.71,unit
2024-01-01T04:24:00,PLANT1,Boiler_3,vibration,19.71,unit
2024-01-01T04:25:00,PLANT1,Boiler_3,temperature,57.11,unit
2024-01-01T04:26:00,MAIN,AHU_2,pressure,65.67,unit
2024-01-01T04:27:00,PLANT1,Boiler_3,pressure,52.36,unit
2024-01-01T04:28:00,PLANT1,Boiler_3,pressure,86.18,unit
2024-01-01T04:29:00,PLANT1,Boiler_3,vibration,52.15,unit
2024-01-01T04:30:00,MAIN,Chiller_1,pressure,16.47,unit
2024-01-01T04:31:00,PLANT1,Boiler_3,pressure,54.34,unit
2024-01-01T04:32:00,PLANT1,Boiler_3,vibration,30.51,unit
2024-01-01T04:33:00,PLANT1,Boiler_3,temperature,15.9,unit
2024-01-01T04:34:00,PLANT1,Boiler_3,temperature,69.16,unit
2024-01-01T04:35:00,MAIN,Chiller_1,pressure,40.69,unit
2024-01-01T04:36:00,PLANT1,Boiler_3,vibration,98.66,unit
2024-01-01T04:37:00,MAIN,Chiller_1,temperature,43.65,unit
2024-01-01T04:38:00,PLANT1,Boiler_3,pressure,54.26,unit
2024-01-01T04:39:00,MAIN,AHU_2,temperature,91.97,unit
2024-01-01T04:40:00,PLANT1,Boiler_3,temperature,85.74,unit
2024-01-01T04:41:00,PLANT1,Boiler_3,pressure,62.12,unit
2024-01-01T04:42:00,PLANT1,Boiler_3,vibration,22.95,unit
2024-01-01T04:43:00,MAIN,AHU_2,vibration,63.77,unit
2024-01-01T04:44:00,PLANT1,Boiler_3,pressure,64.91,unit
2024-01-01T04:45:00,MAIN,AHU_2,pressure,24.81,unit
2024-01-01T04:46:00,MAIN,AHU_2,vibration,41.45,unit
2024-01-01T04:47:00,PLANT1,Boiler_3,pressure,77.68,unit
2024-01-01T04:48:00,PLANT1,Boiler_3,pressure,18.93,unit
2024-01-01T04:49:00,PLANT1,Boiler_3,temperature,76.29,unit
2024-01-01T04:50:00,MAIN,Chiller_1,pressure,65.08,unit
2024-01-01T04:51:00,MAIN,Chiller_1,pressure,79.95,unit
2024-01-01T04:52:00,MAIN,Chiller_1,pressure,23.51,unit
2024-01-01T04:53:00,MAIN,Chiller_1,temperature,17.78,unit
2024-01-01T04:54:00,PLANT1,Boiler_3,vibration,68.6,unit
2024-01-01T04:55:00,MAIN,Chiller_1,vibration,63.24,unit
2024-01-01T04:56:00,MAIN,Chiller_1,temperature,19.81,unit
2024-01-01T04:57:00,PLANT1,Boiler_3,vibration,56.93,unit
2024-01-01T04:58:00,MAIN,Chiller_1,temperature,53.99,unit
2024-01-01T04:59:00,PLANT1,Boiler_3,pressure,39.89,unit
2024-01-01T05:00:00,MAIN,Chiller_1,vibration,32.43,unit
2024-01-01T05:01:00,MAIN,AHU_2,pressure,21.14,unit
2024-01-01T05:02:00,MAIN,AHU_2,vibration,47.71,unit
2024-01-01T05:03:00,PLANT1,Boiler_3,temperature,66.62,unit
2024-01-01T05:04:00,PLANT1,Boiler_3,temperature,98.83,unit
2024-01-01T05:05:00,MAIN,AHU_2,temperature,99.38,unit
2024-01-01T05:06:00,MAIN,Chiller_1,vibration,89.54,unit
2024-01-01T05:07:00,PLANT1,Boiler_3,vibration,82.02,unit
2024-01-01T05:08:00,PLANT1,Boiler_3,temperature,32.78,unit
2024-01-01T05:09:00,MAIN,Chiller_1,temperature,60.5,unit
2024-01-01T05:10:00,MAIN,AHU_2,vibration,75.33,unit
2024-01-01T05:11:00,MAIN,AHU_2,pressure,13.24,unit
2024-01-01T05:12:00,MAIN,AHU_2,vibration,48.45,unit
2024-01-01T05:13:00,PLANT1,Boiler_3,vibration,62.4,unit
2024-01-01T05:14:00,PLANT1,Boiler_3,temperature,78.36,unit
2024-01-01T05:15:00,PLANT1,Boiler_3,pressure,56.46,unit
2024-01-01T05:16:00,PLANT1,Boiler_3,pressure,29.52,unit
2024-01-01T05:17:00,MAIN,Chiller_1,temperature,55.88,unit
2024-01-01T05:18:00,MAIN,AHU_2,pressure,28.78,unit
2024-01-01T05:19:00,MAIN,Chiller_1,temperature,29.5,unit
2024-01-01T05:20:00,MAIN,Chiller_1,vibration,68.54,unit
2024-01-01T05:21:00,PLANT1,Boiler_3,pressure,76.85,unit
2024-01-01T05:22:00,MAIN,Chiller_1,vibration,37.22,unit
2024-01-01T05:23:00,PLANT1,Boiler_3,vibration,21.29,unit
2024-01-01T05:24:00,PLANT1,Boiler_3,pressure,56.33,unit
2024-01-01T05:25:00,MAIN,AHU_2,temperature,42.74,unit
2024-01-01T05:26:00,MAIN,AHU_2,vibration,78.97,unit
2024-01-01T05:27:00,MAIN,AHU_2,vibration,68.16,unit
2024-01-01T05:28:00,MAIN,Chiller_1,temperature,20.95,unit
2024-01-01T05:29:00,PLANT1,Boiler_3,temperature,86.67,unit
2024-01-01T05:30:00,PLANT1,Boiler_3,temperature,14.84,unit
2024-01-01T05:31:00,PLANT1,Boiler_3,pressure,39.46,unit
2024-01-01T05:32:00,MAIN,AHU_2,temperature,53.17,unit
2024-01-01T05:33:00,MAIN,AHU_2,vibration,97.89,unit
2024-01-01T05:34:00,MAIN,Chiller_1,temperature,58.17,unit
2024-01-01T05:35:00,MAIN,Chiller_1,temperature,87.24,unit
2024-01-01T05:36:00,PLANT1,Boiler_3,vibration,96.87,unit
2024-01-01T05:37:00,PLANT1,Boiler_3,pressure,66.25,unit
2024-01-01T05:38:00,MAIN,Chiller_1,vibration,77.16,unit
2024-01-01T05:39:00,MAIN,Chiller_1,vibration,23.06,unit
2024-01-01T05:40:00,PLANT1,Boiler_3,temperature,59.32,unit
2024-01-01T05:41:00,PLANT1,Boiler_3,pressure,41.5,unit
2024-01-01T05:42:00,PLANT1,Boiler_3,vibration,42.64,unit
2024-01-01T05:43:00,MAIN,Chiller_1,temperature,88.32,unit
2024-01-01T05:44:00,PLANT1,Boiler_3,pressure,80.28,unit
2024-01-01T05:45:00,PLANT1,Boiler_3,pressure,69.44,unit
2024-01-01T05:46:00,PLANT1,Boiler_3,temperature,97.98,unit
2024-01-01T05:47:00,PLANT1,Boiler_3,vibration,61.76,unit
2024-01-01T05:48:00,MAIN,AHU_2,vibration,77.6,unit
2024-01-01T05:49:00,MAIN,Chiller_1,pressure,41.99,unit
2024-01-01T05:50:00,PLANT1,Boiler_3,vibration,93.16,unit
2024-01-01T05:51:00,PLANT1,Boiler_3,temperature,11.36,unit
2024-01-01T05:52:00,MAIN,Chiller_1,vibration,14.67,unit
2024-01-01T05:53:00,PLANT1,Boiler_3,vibration,51.9,unit
2024-01-01T05:54:00,MAIN,Chiller_1,vibration,34.55,unit
2024-01-01T05:55:00,PLANT1,Boiler_3,temperature,44.97,unit
2024-01-01T05:56:00,PLANT1,Boiler_3,pressure,94.94,unit
2024-01-01T05:57:00,MAIN,Chiller_1,vibration,48.77,unit
2024-01-01T05:58:00,MAIN,AHU_2,temperature,68.52,unit
2024-01-01T05:59:00,PLANT1,Boiler_3,temperature,66.44,unit
2024-01-01T06:00:00,MAIN,Chiller_1,vibration,71.06,unit
2024-01-01T06:01:00,MAIN,AHU_2,pressure,50.72,unit
2024-01-01T06:02:00,PLANT1,Boiler_3,pressure,73.62,unit
2024-01-01T06:03:00,PLANT1,Boiler_3,temperature,29.16,unit
2024-01-01T06:04:00,PLANT1,Boiler_3,vibration,76.03,unit
2024-01-01T06:05:00,MAIN,Chiller_1,temperature,24.06,unit
2024-01-01T06:06:00,MAIN,Chiller_1,temperature,26.4,unit
2024-01-01T06:07:00,PLANT1,Boiler_3,pressure,99.19,unit
2024-01-01T06:08:00,MAIN,AHU_2,temperature,77.59,unit
2024-01-01T06:09:00,PLANT1,Boiler_3,vibration,48.03,unit
2024-01-01T06:10:00,PLANT1,Boiler_3,pressure,70.55,unit
2024-01-01T06:11:00,PLANT1,Boiler_3,pressure,45.66,unit
2024-01-01T06:12:00,MAIN,AHU_2,vibration,89.67,unit
2024-01-01T06:13:00,MAIN,Chiller_1,pressure,28.01,unit
2024-01-01T06:14:00,PLANT1,Boiler_3,pressure,83.33,unit
2024-01-01T06:15:00,PLANT1,Boiler_3,pressure,86.44,unit
2024-01-01T06:16:00,PLANT1,Boiler_3,vibration,91.15,unit
2024-01-01T06:17:00,PLANT1,Boiler_3,temperature,32.52,unit
2024-01-01T06:18:00,MAIN,AHU_2,vibration,45.14,unit
2024-01-01T06:19:00,PLANT1,Boiler_3,temperature,63.8,unit
2024-01-01T06:20:00,MAIN,AHU_2,vibration,72.49,unit
2024-01-01T06:21:00,MAIN,Chiller_1,pressure,27.92,unit
2024-01-01T06:22:00,MAIN,Chiller_1,pressure,45.18,unit
2024-01-01T06:23:00,PLANT1,Boiler_3,temperature,85.75,unit
2024-01-01T06:24:00,PLANT1,Boiler_3,vibration,41.22,unit
